status	price	publication	publisher	title	source
public domain	$15,750	New York Times	The New York Times Company	DANGEROUS SPORT IN BROOKLYN.; Coasting on Lincoln Place May Some Time Lead to Loss of Life	[2015-12-05](https://twitter.com/dhimmel/status/673276608959025154)
